,Unnamed: 0,id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,user,followers,friends,hashtags,place,coordinates,favorites,impressions,reach,engagement,engagement_rate,Nike
28,28,1441476555146944512,Fri Sep 24 18:56:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @castmande: My homeoffice-dress for today #legbrace #brokenleg #sox #gaysox #nike #nikeshoes #sneakerlove #gayfetish https://t.co/S2jBjt…,My homeoffice-dress today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,6,"{'id': 1390004089350656002, 'id_str': '1390004089350656002', 'name': 'BDylanSM', 'screen_name': 'BDylanSM1', 'location': '', 'description': 'Visit me on Thisvid: BDylanSM', 'url': 'https://t.co/bJV5fBiCjT', 'entities': {'url': {'urls': [{'url': 'https://t.co/bJV5fBiCjT', 'expanded_url': 'http://BDSMcode.de/code/BC_BDylanSM_3x8zoPJElNNZkxqslAIJqLXntNgB524XaCUeSbUCewqfDtuRWqc7Vdg1uAw6EPXs', 'display_url': 'BDSMcode.de/code/BC_BDylan…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 55, 'friends_count': 187, 'listed_count': 0, 'created_at': 'Wed May 05 18:03:01 +0000 2021', 'favourites_count': 1198, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1130, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1390004744836497408/nYUfMwh4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1390004744836497408/nYUfMwh4_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",55,187,"legbrace, brokenleg, sox, gaysox, nike, nikeshoes, sneakerlove, gayfetish",castmande,,,6,242,0.024793388429752067,2.479338842975207,1
29,29,1441464396467695617,Fri Sep 24 18:07:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @safehouseheat: Nike Dunk University Red🔴
 - Size 9 Left

DM for Prices🪂 | Can Ship🛩
#Kicksoftheday #snkrskickcheck #universityreddunks…",Nike Dunk University Red Size LeftDM Prices Can Ship,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,"{'id': 2646164236, 'id_str': '2646164236', 'name': '👑', 'screen_name': 'Kaylaflaree', 'location': 'Louisiana, USA', 'description': 'Subscribe to my YouTube channel: https://t.co/0FsPuwoUuQ…', 'url': 'https://t.co/zAhu4M3DaK', 'entities': {'url': {'urls': [{'url': 'https://t.co/zAhu4M3DaK', 'expanded_url': 'http://kayfeels.com', 'display_url': 'kayfeels.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/0FsPuwoUuQ', 'expanded_url': 'http://youtube.com/channel/UClQG1', 'display_url': 'youtube.com/channel/UClQG1', 'indices': [33, 56]}]}}, 'protected': False, 'followers_count': 1333, 'friends_count': 1166, 'listed_count': 0, 'created_at': 'Fri Jun 27 06:24:43 +0000 2014', 'favourites_count': 24344, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 165093, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1406130688454234112/IxW0xl2P_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1406130688454234112/IxW0xl2P_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2646164236/1599780663', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': '65B0DA', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1333,1166,"Kicksoftheday, snkrskickcheck, universityreddunks",safehouseheat,"Louisiana, USA",,2,2499,0.0008003201280512205,0.08003201280512205,1
30,30,1441459284752011278,Fri Sep 24 17:47:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @safehouseheat: Nike Dunk University Red🔴
 - Size 9 Left

DM for Prices🪂 | Can Ship🛩
#Kicksoftheday #snkrskickcheck #universityreddunks…",Nike Dunk University Red Size LeftDM Prices Can Ship,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,"{'id': 209368456, 'id_str': '209368456', 'name': 'God 1st❤️| OTF', 'screen_name': 'OhyeathatsCJ', 'location': 'ATLBR + Ari💕', 'description': '@TwelvexxiStudio | @TwelveXXI | ΑΦΑ ΒΣ🩸 | Photographer + Videographer | Graphic Designer | AreaAgent🌱 | @SAFEHOUSEHEAT', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 7903, 'friends_count': 5890, 'listed_count': 6, 'created_at': 'Fri Oct 29 01:54:42 +0000 2010', 'favourites_count': 40074, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 107637, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1221939247378325509/GZV8WdEx_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1221939247378325509/GZV8WdEx_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/209368456/1580169697', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",7903,5890,"Kicksoftheday, snkrskickcheck, universityreddunks",safehouseheat,ATLBR + Ari💕,,2,13793,0.0001450010875081563,0.014500108750815631,1
31,31,1441459007097479174,Fri Sep 24 17:46:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nike Dunk University Red🔴
 - Size 9 Left

DM for Prices🪂 | Can Ship🛩
#Kicksoftheday #snkrskickcheck… https://t.co/Q3E5Db9Jlh",Nike Dunk University Red Size LeftDM Prices Can Ship,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,2,"{'id': 1397582109410222082, 'id_str': '1397582109410222082', 'name': 'SafeHouseHeat🌡', 'screen_name': 'safehouseheat', 'location': 'LOUISIANA/ALABAMA', 'description': 'ʙᴜʏ - ꜱᴇʟʟ - ᴛʀᴀᴅᴇ | ꜱɴᴇᴀᴋᴇʀꜱ. ᴠɪɴᴛᴀɢᴇ. ᴄᴜʟᴛᴜʀᴇ. | ʟᴏᴄᴀʟ ᴍᴇᴇᴛᴜᴘꜱ - ᴜꜱ ꜱʜɪᴘᴘɪɴɢ 🛩', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 26, 'friends_count': 3, 'listed_count': 0, 'created_at': 'Wed May 26 15:56:38 +0000 2021', 'favourites_count': 3, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 9, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1433905022149005315/Yqc3Oj1P_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1433905022149005315/Yqc3Oj1P_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1397582109410222082/1630705838', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",26,3,"Kicksoftheday, snkrskickcheck",,LOUISIANA/ALABAMA,,4,29,0.13793103448275862,13.793103448275861,1
32,32,1441449029993472001,Fri Sep 24 17:06:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Restock 🚨 

Going fast 💨 

Mens Nike Air Force 1 Low 

#airforce1low #restock #airforce1 #nike #nikeoriginal… https://t.co/nKsW5Cydp0",Restock Going fast Mens Nike Air Force Low,"Sentiment(polarity=0.1, subjectivity=0.44999999999999996)",0.1,0.4499999999999999,en,0,0,"{'id': 379237743, 'id_str': '379237743', 'name': 'streetgame', 'screen_name': 'streetgameusa', 'location': 'New York, USA', 'description': 'Lifestyle Streetwear For Everyone. From all the brands you love. Locations throughout New York State. Follow us for updates & more! #Streetgameusa', 'url': 'https://t.co/s41nZynhfG', 'entities': {'url': {'urls': [{'url': 'https://t.co/s41nZynhfG', 'expanded_url': 'http://streetgameusa.com/', 'display_url': 'streetgameusa.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 230, 'friends_count': 95, 'listed_count': 1, 'created_at': 'Sat Sep 24 16:15:52 +0000 2011', 'favourites_count': 499, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3890, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1439805113116286978/cS0i4i9X_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1439805113116286978/cS0i4i9X_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/379237743/1632111264', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",230,95,"airforce1low, restock, airforce1, nike, nikeoriginal",,"New York, USA",,0,325,0.0,0.0,1
33,33,1441443178557722624,Fri Sep 24 16:43:29 +0000 2021,"<a href=""http://www.swagafied.com"" rel=""nofollow"">Swagafied</a>","RT @FlagshipNike: Jordan One Take II PF
Order Here 👉 https://t.co/Z0HhvhJN2N
19% OFF‼ Now Only 4,079 pesos‼
#Nike #NikePH #Jordan1 #Jordan1…",Jordan One Take II PFOrder Here OFF Now Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,2,"{'id': 735279799812362241, 'id_str': '735279799812362241', 'name': 'Swagafied', 'screen_name': 'swagafiedkicks', 'location': '', 'description': '', 'url': 'https://t.co/K0h8ZDOHYr', 'entities': {'url': {'urls': [{'url': 'https://t.co/K0h8ZDOHYr', 'expanded_url': 'http://www.swagafied.com', 'display_url': 'swagafied.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 950, 'friends_count': 40, 'listed_count': 153, 'created_at': 'Wed May 25 01:22:19 +0000 2016', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 136898, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/735284829651120128/ICk-0TsJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735284829651120128/ICk-0TsJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/735279799812362241/1464140557', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",950,40,"Nike, NikePH, Jordan1",FlagshipNike,,,2,990,0.00202020202020202,0.20202020202020202,1
34,34,1441436743916425223,Fri Sep 24 16:17:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jordan One Take II PF
Order Here 👉 https://t.co/Z0HhvhJN2N
19% OFF‼ Now Only 4,079 pesos‼
#Nike #NikePH #Jordan1… https://t.co/dduYjgqDpP",Jordan One Take II PFOrder Here OFF Now Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,3,2,"{'id': 1441340467723993098, 'id_str': '1441340467723993098', 'name': 'Nike Philippines Store', 'screen_name': 'NikePHStore', 'location': '', 'description': 'Sports Shoes and Clothing', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Fri Sep 24 09:55:35 +0000 2021', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 13, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,0,"Nike, NikePH, Jordan1",,,,5,1,5.0,500.0,1
35,35,1441356164462219264,Fri Sep 24 10:57:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MrJamesGair: Found these living in the closet along with you gays 👟 🧦 ❗️

#nike #niketrainers #nikeair #nikeTNs #niketns #chav #gaychav…",Found living closet along gays,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,"{'id': 1056845872481386496, 'id_str': '1056845872481386496', 'name': 'Joe Bloggs', 'screen_name': 'ConfessionsTyne', 'location': 'North East, England', 'description': 'Rocking the dad bod. Young at heart. Not into Findom. Sharing stuff I like.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 164, 'friends_count': 440, 'listed_count': 0, 'created_at': 'Mon Oct 29 09:51:06 +0000 2018', 'favourites_count': 828, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 471, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1430881928920670208/DWQVHhzV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1430881928920670208/DWQVHhzV_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",164,440,"nike, niketrainers, nikeair, nikeTNs, niketns, chav, gaychav",MrJamesGair,"North East, England",,1,604,0.0016556291390728477,0.16556291390728478,1
36,36,1441352688722083851,Fri Sep 24 10:43:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FlagshipNike: Zoom Freak 3
Basketball Shoes
Order Here 👉 https://t.co/qACN5bkRpb
Just In⚡For Only 6,795 pesos‼

#Nike #NikePH #Giannis…",Zoom Freak Basketball ShoesOrder Here InFor Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,2,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,"Nike, NikePH, Giannis",,"Cavite, Philippines",,2,39,0.05128205128205128,5.128205128205128,1
37,37,1441352588213981189,Fri Sep 24 10:43:30 +0000 2021,"<a href=""http://www.swagafied.com"" rel=""nofollow"">Swagafied</a>","RT @FlagshipNike: Zoom Freak 3
Basketball Shoes
Order Here 👉 https://t.co/qACN5bkRpb
Just In⚡For Only 6,795 pesos‼

#Nike #NikePH #Giannis…",Zoom Freak Basketball ShoesOrder Here InFor Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,2,"{'id': 735279799812362241, 'id_str': '735279799812362241', 'name': 'Swagafied', 'screen_name': 'swagafiedkicks', 'location': '', 'description': '', 'url': 'https://t.co/K0h8ZDOHYr', 'entities': {'url': {'urls': [{'url': 'https://t.co/K0h8ZDOHYr', 'expanded_url': 'http://www.swagafied.com', 'display_url': 'swagafied.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 950, 'friends_count': 40, 'listed_count': 153, 'created_at': 'Wed May 25 01:22:19 +0000 2016', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 136898, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/735284829651120128/ICk-0TsJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735284829651120128/ICk-0TsJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/735279799812362241/1464140557', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",950,40,"Nike, NikePH, Giannis",,,,2,990,0.00202020202020202,0.20202020202020202,1
38,38,1441342964542836741,Fri Sep 24 10:05:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zoom Freak 3
Basketball Shoes
Order Here 👉 https://t.co/qACN5bkRpb
Just In⚡For Only 6,795 pesos‼

#Nike #NikePH… https://t.co/UQsFvVSSAR",Zoom Freak Basketball ShoesOrder Here InFor Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,2,2,"{'id': 1441340467723993098, 'id_str': '1441340467723993098', 'name': 'Nike Philippines Store', 'screen_name': 'NikePHStore', 'location': '', 'description': 'Sports Shoes and Clothing', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Fri Sep 24 09:55:35 +0000 2021', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 13, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,0,"Nike, NikePH",,,,4,1,4.0,400.0,1
39,39,1441309070120534017,Fri Sep 24 07:50:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nike Air Jordan XXXVI SE Luka
Basketball Shoes
Order Here ► https://t.co/t0pwWEJUvy
JUST IN⚡For Only 9,695 pesos‼… https://t.co/Wzr2TuYMkS",Nike Air Jordan XXXVI SE LukaBasketball ShoesOrder Here INFor Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,1,0,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,,,"Cavite, Philippines",,1,39,0.02564102564102564,2.564102564102564,1
40,40,1441156409316491264,Thu Sep 23 21:43:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Nike announces a collaboration with @megantheestallion.

#nike #megantheestallion #megan #trending #gossip #yenta… https://t.co/h3TJi7vHKX",announces collaboration,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,"{'id': 951728495557861376, 'id_str': '951728495557861376', 'name': 'YentaRoom', 'screen_name': 'YentaRoom', 'location': 'Johannesburg, South Africa', 'description': ""📈If it's trending you'll find it here|| 📰Yenta, News and more Tea🍵||😂Entertainment"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 406, 'friends_count': 216, 'listed_count': 0, 'created_at': 'Fri Jan 12 08:12:10 +0000 2018', 'favourites_count': 578, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 320, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1434872289485524995/w87BmB3f_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1434872289485524995/w87BmB3f_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/951728495557861376/1630935003', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",406,216,"nike, megantheestallion, megan, trending, gossip, yenta",Nike,"Johannesburg, South Africa",,1,622,0.001607717041800643,0.1607717041800643,1
